Product_brand,Product_category,Product_details,Product_name,Product_price,Product_rating,Product_size,Top_category,Tot_reviews
MAC,Eyes,"Long-wearing waterproof gel in a pot that gives precise definition to brows. Applies smoothly, sets quickly for the ultimate well-groomed brow. Fills, lengthens, and shapes for subtle to dramatic looks.",Fluidline Brow Gelcreme,$19.00,4.60 out of 5 stars,Size 0.1 oz,Makeup,121
Wet n Wild,Eyes,"Pump up the volume! Wet n Wild's Max Volume Plus 100% Waterproof Mascara is not for the faint of heart, blowing out your amps for 10X the volume intensity of your natural lashes. The show-stopping, proprietary brush lifts, separates, and extends for extremely voluminous lashes no clumping or smudging.",Online Only Max Volume Plus Waterproof Mascara,$4.99,4.10 out of 5 stars,Size 0.27 oz,Makeup,18
PÜR,Eyes,Sculpt better brows with one tool! PÜR's Sculpt A Brow is an all-in-one angled brush and cream-to-powder formula allows you to easily fill and shape your brows for maximum impact.,Sculpt A Brow,$24.00,4.20 out of 5 stars,Size 0.8 oz,Makeup,18
Soap & Glory,Eyes,"For instantly beautiful brows! Soap & Glory's brow-boosting, shape-sculpting, double-ended Archery 2-in-1 Crayon Gel is raising eyebrows everywhere. (yep, it's really that good!)",Archery 2-in-1 Crayon Gel,,4.20 out of 5 stars,Size 0.6 oz,Makeup,62
jane iredale,Eyes,"jane iredale's Naturally Glam Eyeshadow Kit is an eyeshadow palette that contains a generous base shade with perfectly sized detail shades. They are packaged in a sleek mirrored rose gold compact with a dual-ended wand for effortless application, and are formulated with both minerals and botanical extracts.",Online Only Naturally Glam Eyeshadow Kit,$59.00,4.70 out of 5 stars,Size 0.34 oz,Makeup,194
Makeup Revolution,Eyes,Only at ULTA!,Foil Frenzy Creation Eyeshadow Palette,$12.00,4.40 out of 5 stars,Item 2544018,Makeup,29
Elizabeth Arden,Eyes,"This Clinically Tested serum is shown to reveal visibly longer, fuller, more beautiful looking lashes in as little as 2 weeks of daily use . 100% of women in a clinical study showed an improvement in their lashes*.",Online Only PREVAGE Clinical Lash + Brow Enhancing Serum,$100.00,3.40 out of 5 stars,Size 0.13 oz,Makeup,40
Butter London,Eyes,"Combining the defiant edge of Butter London and the rebellious decadence of Britain's Teddy Girls, meet the Teddy Girl Eyeshadow Palette. This fun, highly-pigmented 9-piece eyeshadow palette revives the 1950s to pay homage to the alluring, sharply-suited Teddy Girls and their rebellious spirit. In our signature paraben and gluten-free formula, play by your own rules in metallic rose gold Lucille, pale peach Pippa, or matte spiced wine Penelope. To get you ready for days and nights of defiance, Teddy Girl gives you larger shadows of your soon-to-be favorite shades to pair with smaller, bold accent colours in an easy to carry, mirrored compact. For those rabble-rousing nights on the town, indulge in a touch of rebel glam!",Teddy Girl Eyeshadow Palette,$28.00,4.30 out of 5 stars,Size 0.28 oz,Makeup,7
Smashbox,Eyes,"Smashbox Cover Shot Eyeshadow Palette Sunlit Yellow is a purse-sized, pigment-powered eyeshadow palette made to mesmerize-and collect. Includes a curated mix of colors, formulas and finishes so you can nail the latest trends and create your own looks.",Online Only Cover Shot Eyeshadow Palette Sunlit Yellow,,3.90 out of 5 stars,Size 0.47 oz,Makeup,16
Soap & Glory,Eyes,Soap & Glory's Supercat Rollerdisc Precision Eyeliner with a spinning disk applicator that allows for smooth application.,Supercat Rollerdisc Precision Eyeliner,,4.50 out of 5 stars,Size 0.033 oz,Makeup,4
Ardell,Eyes,Easier lash application and faster customization for lash looks with Ardell's Pre-Cut Lash Wispies. They look so natural your friends will think you were born with them. Less concern over ends lifting as each pre-cut segment is applied with adhesive. Comfortable wear due to less 'pull' on lid. Apply the full strip or just accent the outside corner of the lash line. Accents create a flare effect which is great for achieving the cat eye look.,Pre-Cut Lash Wispies,$2.49,5.00 out of 5 stars,Item 2538580,Makeup,1
PÜR,Eyes,"Get a bold, dramatic look that's always on point with PÜR's On Point Liquid Eyeliner, a dramatic matte liquid liner that delivers thin to thick lines with ease without running or fading.",On Point Liquid Eyeliner,$19.00,3.50 out of 5 stars,Size 0.11 oz,Makeup,13
Lottie London,Eyes,"Add instant body art with Lottie London's Over the Moon Stamp Liner Duo. Featuring a super-cute stamp and an ultra-fine precision tip for fearless flicks with a unique twist in a flash. Available in different styles, mix and match to create statement looks that are always selfie ready.",Online Only Over the Moon Stamp Liner Duo,$7.49,3.20 out of 5 stars,Size 0.4 oz,Makeup,13
L'Oréal,Eyes,"This Extra Volume Mascara by L'Oréal which contains Hydra Collagen creates up to 12x more volume with no clumps, extra volume brush is twice as thick as traditional brushes.",Extra Volume Collagen Waterproof Mascara,$9.99,2.90 out of 5 stars,Size 0.3 oz,Makeup,120
Ardell,Eyes,"Ardell Magnetic Lash Applicator is a curved applicator that hugs the natural lash line, while magnetic strips prevent your lashes from shifting during application. Side grip handle maximizes visibility and offers superior control when aligning lashes.",Magnetic Lash Applicator,$2.49,2.20 out of 5 stars,Item 2536212,Makeup,35
Eyeko,Eyes,Build a Fibre-Enhanced Full Lash Fringe Infused with Keratin with Eyeko Fat Brush Mascara. Their super-sized dense bristle brush coats lashes from root to tip building a volumised full lash fringe. Complimented by their fibre-enhanced Keratin formula to boost lashes with a carbon black finish for clean definition.,Online Only Fat Brush Mascara Big & Bold,$19.00,4.10 out of 5 stars,Size 0.29 oz,Makeup,53
Ardell,Eyes,"Introducing Ardell's LashGrip Dark Brush-On Natural Eyelash Adhesive. Same great all-day hold you'd expect from Ardell adhesive, now in a great brush-on formula infused with Biotin and Rosewater!",LashGrip Dark Brush-On Natural Eyelash Adhesive,$4.99,3.30 out of 5 stars,Size 0.18 oz,Makeup,12
Morphe,Eyes,Only at ULTA!,Romancing - Premium Lashes,$12.00,4.00 out of 5 stars,Item 2535599,Makeup,3
Beauty by POPSUGAR,Eyes,"Cruelty- free, Non-toxic, Gluten-free, and Vegan.",Be Noticed Eye Shimmer Putty Powder,$23.00,4.00 out of 5 stars,Size 0.16 oz,Makeup,43
J.Cat Beauty,Eyes,"Keep your lashes flirty and fresh with J.Cat Beauty's Love Live Lash Primer Mascara, one of J.Cat Beauty's many mascaras that are specifically designed with diverse functions. Select one or all from the Love Live Lash Mascara collection and love, live, every lash. Conditions lashes with grape seed oil and hydrates lashes with coconut oil.",Online Only Love Live Lash Primer Mascara,$5.99,3.50 out of 5 stars,Size 0.28 oz,Makeup,13
e.l.f. Cosmetics,Eyes,"Achieve thicker, fuller, and longer lashes that are beautiful and natural with the e.l.f. Cosmetics Waterproof Lengthening & Volumizing Mascara. The enlarged brush coats your lashes evenly for an enhanced appeal. The unique formula is clump free and quick drying so you can have color that stays on all day with no smudging and no flaking. Waterproof, tear proof and sweat proof for a look that lasts against all odds. Cruelty free and vegan.",Waterproof Lengthening & Volumizing Mascara,$4.00,3.20 out of 5 stars,Size 0.3 oz,Makeup,35
NYX Professional Makeup,Eyes,"NYX Professional Makeup Black Eyeshadow Base amps up a smokey eye, or lifts color, that increases wear.",Black Eyeshadow Base,$7.00,3.50 out of 5 stars,Size 0.25 oz,Makeup,33
MAC,Eyes,Natural length. Wispy.,4 Lash,$17.00,4.30 out of 5 stars,Item 2511594,Makeup,19
Wunder2,Eyes,"WUNDER2 Wunderbrow Fiber Filler is a water-resistant and transfer-proof brow powder designed to create a fuller brow, with a beautiful soft finish.",Online Only Wunderbrow Fiber Filler,$22.00,3.20 out of 5 stars,Size 0.07 oz,Makeup,5
e.l.f. Cosmetics,Eyes,"These richly pigmented and silky smooth powders in the e.l.f. Cosmetics Contouring Clay Eyeshadow Palette blend effortlessly onto the lid to create a natural looking or bold effect. Infused with kaolin clay to help keep your color locked in placed for long lasting wear. The custom curated palette of five harmonious shades help brighten, sculpt and define for a professional, gorgeous look. Cruelty free and vegan.",Contouring Clay Eyeshadow Palette,$6.00,2.80 out of 5 stars,Size 0.26 oz,Makeup,14
Wet n Wild,Eyes,"Get right to the point with this convenient marker, Wet n Wild's ProLine Felt Tip Eyeliner. Its soft, finely-pointed felt tip gives you ultimate control over your look. Compact and fast-drying, this liner will have you out the door and looking fabulous in no time flat!",ProLine Felt Tip Eyeliner,$4.49,3.30 out of 5 stars,Size 0.17 oz,Makeup,47
Essence,Eyes,"WTF! The Essence What The Fake! Volumizing & Lengthening Mascara will leave you saying what the fake! Enriched with nylon fibers for lashes looking incredibly thicker and longer, giving your lashes that false lash look.",What The Fake! Volumizing & Lengthening Mascara,$4.99,3.00 out of 5 stars,Item 2558567,Makeup,1
Ardell,Eyes,"There's a reason Ardell Duralash Naturals continue to win awards and grace red carpets; they are flawless. The knot-free tip of Ardell Natural Short Black Lashes apply to the top of the lash, not the eyelid, creating a completely natural and seamless application. The ends are cut at multiple lengths to create a wispy look when applied across the eye or to blend evenly with lashes when used as accents. Can be used with individual adhesive or strip adhesive.",Natural Short Black,$4.99,4.40 out of 5 stars,Item 2505690,Makeup,42
ZOEVA,Eyes,ULTA Exclusive.,Online Only Plaisir Voyager Eyeshadow Palettes Box,$44.00,4.00 out of 5 stars,Size 0.54 oz,Makeup,2
BeautyGARDE,Eyes,"Oil-Free Mascara from BeautyGARDE is oil-free (water-based) and especially made for eyelash extensions and false lashes. A healthy coat of mascara looks amazing layered over your falsies, but mascara contains ingredients like oil, that can dissolve lash adhesive and cause both eyelash extensions and strip lashes to come unglued. BeautyGARDE mascara is an intensely volumizing and lengthening mascara, formulated for use on top of extensions & false lashes - and amazing on natural lashes too! Oil-free formula protects the lash adhesive used in lash extensions and false lashes, prolonging their life and taking your lash look to the next level. Oil-Free Mascara is also paraben-free, cruelty-free, gluten-free and vegan!",Online Only Oil-Free Mascara,$26.00,1.00 out of 5 stars,Size 0.17 oz,Makeup,1
Wet n Wild,Eyes,"Do you desire high-intensity eyeshadow color in a fun, innovative and dynamic formula? Is achieving the perfect smokey eye or a multidimensional glitter eye look on your New Year's Resolution list? If so, consider the Wet n Wild MegaJelly Eyeshadow your first ""W"" of the year! This fun-to-use and easy to apply gel texture simplifies the complexity of applying glitter shadows with it's glide on and set tendencies. The secret here is the infusion of pearl suspension technology that makes this shadow glimmer and glow with multi-dimensional shine and set to a smooth powder-like finish with real staying power!",MegaJelly Eyeshadow,$4.99,3.10 out of 5 stars,Size 0.17 oz,Makeup,36
CoverGirl,Eyes,"Flaunt a full fan of thick, lush lashes with CoverGirl's Peacock Flare Mascara. Revolutionary soft-grip handle is designed to fit in your hands and gives precision control.",Peacock Flare Mascara,$11.99,2.90 out of 5 stars,Size 0.3 oz,Makeup,105
Sleek MakeUP,Eyes,"Create a variety of stunning looks with these 12 shades of mineral based, highly pigmented eyeshadows in the Sleek MakeUP E10 Eyeshadow Palette.",E10 Eyeshadow Palette,,4.30 out of 5 stars,Size 0.317 oz,Makeup,20
jane iredale,Eyes,"jane iredale's Solar Flare Eyeshadow Kit is an eyeshadow palette that contains a generous base shade with perfectly sized detail shades. They are packaged in a sleek mirrored rose gold compact with a dual-ended wand for effortless application, and are formulated with both minerals and botanical extracts.",Online Only Solar Flare Eyeshadow Kit,$59.00,4.70 out of 5 stars,Item 2548060,Makeup,194
Wunder2,Eyes,"Wunder2 Wunderbrow Dual Precision Brow Liner is a must-have for perfectly shaped brows depending on your mood. The angled liner is specially designed to define your brow for a bold, statement look, whilst the smaller tip can mimic fine 'hairs' on your brow for a natural look that lasts all day.",Online Only Wunderbrow Dual Precision Brow Liner,$15.95,3.40 out of 5 stars,Size 0.029 oz,Makeup,5
CoverGirl,Eyes,Make your liner last all day! COVERGIRL Outlast Active Get in Line Eyeliner is sweat-proof and water-proof for up to 24 hours. This creamy formula offers lightweight feel and intense color for maximum impact.,Outlast Active Get in Line Active Eyeliner,$9.49,4.00 out of 5 stars,Size 0.36 oz,Makeup,12
Soap & Glory,Eyes,"Soap & Glory's Ace of Shades Eye Shadow Quad is a Long-Lasting, Crease free and easy to apply eyeshadow.",Ace of Shades Eyeshadow Quad,,4.70 out of 5 stars,Size 0.03 oz,Makeup,3
Makeup Revolution,Eyes,"Featuring an ultra-black waterproof formula, simply glide across the lash line and build up to create your desired look, rain or shine! Love this? Why not finish your look with Makeup Revolution's Amazing Waterproof Liquid Eyeliner.",Amazing Waterproof Liquid Eyeliner,$6.00,3.30 out of 5 stars,Size 0.1 oz,Makeup,3
BH Cosmetics,Eyes,"Capture the radiant charm of the Emerald Isle with the BH Cosmetics Illuminating in Ireland - 6 Color Highlight Palette, featuring six highly pigmented shades ranging from warm coral to golden honey and pale champagne with green shimmer. Whether worn alone or blended, the buildable formula lets you achieve a gleaming sea breeze-kissed glow.",Illuminating in Ireland - 6 Color Highlight Palette,$16.00,,Size 1.06 oz,Makeup,
Lime Crime,Eyes,"Inspired by 90s nostalgia toys, Lime Crime's Birthday Cake Pocket Candy Pressed Powder Palette bursts with poppy brights and almost-neutrals in a cutting-edge formula. This ain't your momma's vintage makeup - each color is carefully crafted with high-end pigments that deliver maximum payoff and smooth-as-butter performance across all shades & textures.",Online Only Birthday Cake Pocket Candy Pressed Powder Palette,$16.97,4.40 out of 5 stars,Size 0.356 oz,Makeup,5
Wunder2,Eyes,"WUNDER2 Prime & Behold is a Professional Primer for Color Make-up that locks any color pigment to the skin, intensifies it & ensures it is waterproof, transfer-proof and smudge-proof for up to 24 hours.",Online Only Prime & Behold,$22.00,4.00 out of 5 stars,Item 2526130,Makeup,4
Maybelline,Eyes,"Maybelline Snapscara Waterproof Mascara features a zero-hassle, clump-free formula that glides on smooth for clean volume and defined lashes all-day. Waterproof, plus sweat and heat resistant, experience lightweight flake-free volume. Easily removes with a cotton pad and warm water - it's never tough to take off. You will never need to rub or experience raccoon eyes. This mascara is ophthalmologist tested and suitable for contact lens wearers.",Snapscara Waterproof Mascara,$7.99,5.00 out of 5 stars,Size 0.34 oz,Makeup,1
SUGARPILL,Eyes,"No look is complete without a pair of  SUGARPILL's luscious lashes! Dazed False Eyelashes are the quickest, easiest way to draw attention to those gorgeous eyes of yours and elevate any look. Once you try 'em, you won't be able to live without! Cruelty-free synthetic hair.",Online Only Dazed False Eyelashes,$9.00,4.50 out of 5 stars,Item 2554040,Makeup,2
Velour Lashes,Eyes,Velour Lashes Too Sharp Lash Scissors were designed just for false lashes. Allowing you to cut the perfect amount of falsies to fit your unique eyes.,Too Sharp Lash Scissors,$19.00,5.00 out of 5 stars,Size 1 ct,Makeup,1
BeautyGARDE,Eyes,"LashGarde Oil-Free Priming Sealant is oil-free for eyelash extensions and false lashes. This easy-to-apply primer goes on clear and has a thin, gel-like consistency. It's purpose is not just to thicken and smooth individual lashes, but also to literally add ""grip"" to the lashes, so that they can carry and hold more mascara on each lash without clumping or running. This effect will give you the most volume and length possible from your mascara and helps make it smudge-proof. BeautyGARDE priming sealant also seals gaps, locking out bacteria and extending the life of lash extensions and the wear time of false lashes. That's right, BeautyGARDE LashGarde Oil-Free Priming Sealant is completely safe for use on eyelash extensions and false lashes. You're welcome.",Online Only LashGarde Oil-Free Priming Sealant,$18.00,5.00 out of 5 stars,Size 0.17 oz,Makeup,2
NYX Professional Makeup,Eyes,"Let the glam begin with NYX Professional Makeup's Foil Play Cream Pigment! These vivid tones are bursting with a ton of pearl and are beyond creamy, making them a breeze to blend out or build up for a pigment-packed metallic finish. Yep, they're kinda amazing for creating that on-trend foiled eye look.",Foil Play Cream Pigment,$7.50,4.00 out of 5 stars,Size 0.08 oz,Makeup,40
e.l.f. Cosmetics,Eyes,"This Mad for Matte Holy Smokes Eyeshadow Palette includes 10 matte eyeshadow shades. The palette is perfect for creating countless stunning smoky eye looks. The colors are ideal for shading, highlighting, and contouring to define the eyes.",Online Only Mad for Matte Holy Smokes Eyeshadow Palette,$10.00,4.20 out of 5 stars,Size 0.49 oz,Makeup,5
Makeup Revolution,Eyes,Exclusive.,Maxi Reloaded Big Shot Palette,$18.00,,Size 2.16 oz,Makeup,
Essence,Eyes,"Brow perfection! The Essence Make Me Brow Eyebrow Powder is the latest edition in the make me brow family. A loose soft powder formula fills in smooth color, the doe foot applicator helps creates perfect definition. Easily make your brows.",Make Me Brow Eyebrow Powder,$1.99,3.70 out of 5 stars,Size 0.03 oz,Makeup,23
Kiss,Eyes,"KISS Looks So Natural Lash, Flirty - Thickly voluminous styled with curved, tapered ends for a sultry look.",Looks So Natural Lash Flirty,$1.99,3.60 out of 5 stars,Item 2522834,Makeup,9
Essence,Eyes,"One eye liner - two styles! Whether you're trying to achieve a fine line for an elegant, classic look or a bold line for a dramatic look - with the NEW Essence 2-in-1 Eye Liner Pen, you have both options at your fingertips.",2-In-1 Eyeliner Pen,$3.49,3.30 out of 5 stars,Size 0.03 oz,Makeup,177
Eylure,Eyes,"Eylure lashes are designed to enhance the natural beauty of your eyes. Fabulous, flirty and flexible they are suitable for all eye shapes and all occasions. The Natural No. 035 is a sweetly understated lash that conveys both style and sophistication. It has a sheer, balanced finish that is prominent enough to make an impact but subtle enough for every day. Includes 0.03 oz adhesive.",Natural Eyelashes No. 35,$4.99,4.70 out of 5 stars,Item 2282667,Makeup,66
Eylure,Eyes,"The Eylure Luxe Cashmere No. 9 lash is a full lash with of a touch of delicacy, it's the perfect little number for that special occasion. Luxuriously soft and utterly weightless, Luxe Cashmere lashes are artisan crafted from 1000+ dainty fibers. Every pair of Luxe Cashmere lashes is created with the finest mink-effect, cruelty free fibers for the most gorgeous lash look. Each pack includes a lash case, applicator and glue so you can keep your lashes safe during wears.",Luxe Cashmere No. 9 Lashes,$14.99,3.80 out of 5 stars,Item 2540845,Makeup,11
Butter London,Eyes,"You're never fully dressed without a proper brow. Butter London's Tailored Brow Tint is lightweight and loaded with pigment to give you the look of fuller brows that last all day. This all-in-one product delivers colour while grooming with our custom micro spoolie applicator. Groomed, refined brows have never been so easy.",Tailored Brow Tint,$20.00,4.40 out of 5 stars,Size 0.05 oz,Makeup,44
Essence,Eyes,Work it! Essence's You Better Work! Volume & Curl mascara has a special formula that can withstand any sweat inducing workout and shower afterwards. Curved brush creates volumized and curled lashes. No Animal Testing & Paraben Free.,You Better Work! Volume & Curl Mascara,$4.99,3.90 out of 5 stars,Size 0.35 oz,Makeup,17
I Heart Revolution,Eyes,"Spice up your life (and your eye looks) with a serving of the I Heart Revolution Cinnamon Chocolate Shadow Palette. A spicy cinnamon-scented palette filled with 18 pigmented powder matte shades, from neutral Fennel, to warm brown Ginger and Cinnamon, to punchy Saffron yellow, Paprika burnt orange and bold Turmeric and Charcoal black - there's a warm-hearted hue for everyone to get creative with. Cruelty-free.",Cinnamon Chocolate Shadow Palette,$15.00,4.50 out of 5 stars,Size 0.54 oz,Makeup,2
Eylure,Eyes,"Eylure X Jasmine Brown Faux Glo Lashes is a wild and wispy faux mink lash with a super-soft, gorgeously criss-cross finish. Super-easy to apply & gentle to remove, each pack includes a set of reusable falsies and glue so getting a luxurious lash look with an ethical spirit has never been easier! This beautiful Faux Mink lash is handmade and reusable. Super-easy to apply, gentle to remove. With glue included in every pack, getting a stunning lash look has never been easier.",X Jasmine Brown Faux Glo Lashes,$9.99,4.80 out of 5 stars,Item 2540849,Makeup,16
Maybelline,Eyes,Amp up your New York City attitude with Maybelline's The City Mini Eyeshadow Palette Cocoa City. This palette features six saturated shades that work together to create endless high-impact looks. The creamy formula melts onto your eyelids and the pure color pigments will make your eyes pop!,The City Mini Eyeshadow Palette Cocoa City,$9.99,4.00 out of 5 stars,Size 0.14 oz,Makeup,78
Pacifica,Eyes,Meet your new love with Pacifica's charcoal based Eye Love Liquid Eyeliner. Rock a dramatic wing or just make your eyes pop. 100% Vegan and Cruelty Free.,Eye Love Liquid Eyeliner,$10.00,3.20 out of 5 stars,Size 0.02 oz,Makeup,6
NYX Professional Makeup,Eyes,"Mix it up with NYX Professional Makeup's Multitasker Mixing Medium - a new translucent gel formula that helps you control the texture, finish and application of your favorite pigments.",Multitasker Mixing Medium,$7.00,4.30 out of 5 stars,Size 0.03 oz,Makeup,33
Ardell,Eyes,Ardell Soft Touch Trios give you the flawless look of individuals and the natural feel of Soft Touch lashes in a third of the time. Three individuals are attached to each Invisiband for a seamless application. Apply to the whole eye for mega impact or accent your eyes for a totally customized look. Trios also layer perfectly on top of strip lashes to enhance eye looks even more. Tray contains short and medium lengths,Lash Soft Touch Trios,$4.99,4.60 out of 5 stars,Item 2525716,Makeup,10
Revlon,Eyes,"Lash Loudly with Revlon Volumazing Waterproof Mascara. Ultra-creamy, quick building formula for eye-catching lashes.",Volumazing Waterproof Mascara,$8.99,4.50 out of 5 stars,Item 2535092,Makeup,639
Almay,Eyes,"Almay's Multi-Benefit Waterproof Mascara builds the ultimate lash look with volume, length, and definition while conditioning lashes.",Multi-Benefit Waterproof Mascara,$8.99,3.30 out of 5 stars,Size 0.24 oz,Makeup,46
e.l.f. Cosmetics,Eyes,The e.l.f. Cosmetics Waterproof Eyeliner Pen enhances the lash line with rich waterproof color.,Waterproof Eyeliner Pen,$3.00,2.70 out of 5 stars,Size 0.05 oz,Makeup,103
CoverGirl,Eyes,"Full. Long. Refined. CoverGirl's Total Tease Full + Long + Refined Mascara can be used for sexy, teased lashes! Use the lash teasing mascara comb for ease and control to tease even the tiniest corner lashes for a full, voluminous look. Dark, defined lashes that last all day!",Total Tease Mascara,$11.99,3.30 out of 5 stars,Size 0.21 oz,Makeup,73
Mavala,Eyes,"Double Lash by Mavala is a nutritive treatment that stimulates the growth of longer, thicker lashes and brows. Applied like a mascara at bed time, ophthalmological tests have proven significant thickening after only 28 days, with additional lengthening after 56 days. Double-Lash was first introduced in Europe over 42 years ago, and has been a consumer favorite, and world leader in over 130 countries. Known for its Swiss quality, and loved by millions of women for its effectiveness without side effects or high cost.",Online Only Double-Lash,$39.00,3.60 out of 5 stars,Size 0.3 oz,Makeup,19
Ardell,Eyes,"Ardell's Cluster Wispies Demi Wispies give you a full natural looking lash, utilizing an invisible, very comfortable lightweight band. Wispies provide an elegant complement to a glamorous or natural makeup look.",Cluster Wispies Demi Wispies,$4.99,4.60 out of 5 stars,Item 2299737,Makeup,217
PÜR,Eyes,PÜR x Barbie Signature Cruelty Free PRO Eyelashes. Faux eyelashes that transform any look from natural to glamorous for up to 30 uses!,PÜR x Barbie Signature PRO Eyelashes,$14.00,4.80 out of 5 stars,Size 1 pair,Makeup,16
I Heart Revolution,Eyes,"Spoil yourself and give into temptation with I Heart Revolution's Cranberries & Chocolate Palette. This indulgent eyeshadow palette is so good you'll want to skip dinner. A sweet selection of shimmers and mattes. Delicious shades suitable enough to tempt your taste buds. Rich in burgundies, chocolate browns, tasteful nudes, wine, maroon, auburn, black and gold.",Online Only Cranberries & Chocolate Palette,$15.00,5.00 out of 5 stars,Item 2552679,Makeup,3
NYX Professional Makeup,Eyes,"Having it all is possible with this incredibly edgy new makeup weapon from NYX Professional Makeup. The combination of the precision of liquid liner with the ease of application of an eye crayon is the perfect match to create a variety of dramatic looks. When the cat eye meets the smoldering intensity of a smoky eye look, who knows where the night will take you?",Two Timer Dual Ended Eyeliner,$10.00,3.20 out of 5 stars,Size 0.08 oz,Makeup,427
NYX Professional Makeup,Eyes,"Line your lids in holographic color with the NYX Professional Makeup Holographic Halo Cream Eyeliners! Inspired by all-things-unicorn, this unique formula uses ultra-fine, pigmented pearls to create a sleek, shimmering line, or it can be blended out to an intense, holographic eyeshadow. Available in five of the prettiest pastels you've ever seen.",Online Only Holographic Halo Cream Eyeliner,$11.00,3.30 out of 5 stars,Size 0.098 oz,Makeup,7
Ardell,Eyes,"Ardell Lash Twin Pack Wispies feature an invisible, lightweight band that connects the hair strands to form a strip that ensures secure corners. They are knotted and feathered by hand for perfect uniformity.",Lash Twin Pack Wispies,$5.99,4.60 out of 5 stars,Item 2526513,Makeup,12
Ardell,Eyes,"Ardell Lash Studio Effects #231 for a glamorous, eye-opening look! Masterfully handcrafted and layered by a makeup professional, Ardell's Studio Effects has been enhanced to give all who dare to be bold and glamorous a new, eye-opening look.",Lash Studio Effects #231,$5.99,4.70 out of 5 stars,Item 2525714,Makeup,7
Ardell,Eyes,Lashes that every lashionista should know about! Ardell's Lash Faux Mink Demi Wispies lashes now come in cult favorite Wispies and Demi Wispies styles. The most luxurious Wispies styles yet!,Lash Faux Mink Demi Wispies,$3.29,4.10 out of 5 stars,Item 2525721,Makeup,28
Lilly Lashes,Eyes,"This easy to apply, all day stay formula features an ultra-thin precision brush allowing for an evenly disbursed application. Whether getting glam on the go, or at home Lilly Lashes Black Brush On Lash Adhesive is a must have falsie essential.",Online Only Black Brush On Lash Adhesive,$13.00,,Item 2561552,Makeup,
NABLA,Eyes,"NABLA Serial Liner doesn't leave anything to chance. With its great payoff, long-lasting and waterproof, it defines your eyes with a unique sharp precision. Thanks to its high pigmentation and to the super flexible and thin brush tip you will redefine any look...with your eyes closed!!",Online Only Serial Liner,$18.00,4.40 out of 5 stars,Size 0.028 oz,Makeup,5
Soap & Glory,Eyes,Instantly Beautiful Brows. Soap & Glory Archery 2-in-1 Brow features a double-ended wand with a brow crayon and gel-tipped brush. Versatile nib for perfect shaping Fixing gel for effective brow taming.,Archery 2-in-1 Brow Sculpting Crayon & Setting Gel,,5.00 out of 5 stars,Size 0.08 oz,Makeup,3
Ardell,Eyes,Ardell's Accent lashes are half lashes that enhance the density along the outer edge of the lash line for a prettier look. Different styles to choose from to fit your eyes and mood. These subtle lashes are wonderful for first time lash wearers. Perfect for those looking for a natural look.,Lash Accents 315,$4.99,4.20 out of 5 stars,Item 2259803,Makeup,55
Makeup Revolution,Eyes,Only at ULTA!,HD Pro Brows,$15.00,4.20 out of 5 stars,Size 0.7 oz,Makeup,6
CoverGirl,Eyes,"Flaunt a full fan of thick, lush lashes with CoverGirl's Peacock Flare Mascara Waterproof. Revolutionary soft-grip handle is designed to fit in your hands and gives precision control.",Peacock Flare Mascara Waterproof,$11.99,3.20 out of 5 stars,Size 0.3 oz,Makeup,24
Velour Lashes,Eyes,"Velour Lash Adhesive is specially made for lashes that promote multiple wears, so it is gentle during lash removal and care. One-of-a-kind formula uses ingredients that are gentle on sensitive eyes and is microbial certified. This quick dry formula is ready for instant use, you don't need to waste any time waiting for the glue to get tacky.",Black Lash Adhesive,$12.00,3.00 out of 5 stars,Size 0.35 oz,Makeup,29
Pixi,Eyes,"The Pixi Eye Reflections Shadow Palette Natural Beauty has highly blendable mineral eyeshadows that are incredibly rich in pigment and payoff. The 3D effect adds depth and dimension, to really brighten and bring the light to the eye area and give you a multitude of options to play with! Pixi products are paraben-free, cruelty-free, alcohol-free, natural and multi-purpose.",Eye Reflections Shadow Palette Natural Beauty,$24.00,5.00 out of 5 stars,Size 0.57 oz,Makeup,1
Ofra Cosmetics,Eyes,"Keep your wings in check with Ofra Cosmetics' waterproof Verified Liquid Eyeliner. With an ultra-fine point, and a budge-proof formula, this mess-free pen doesn't bleed and makes it easy to stay close to the lashline or make a bold flick. Tired of liner dry out? This inky-black liquid liner doesn't lose color through the application and dries down quickly for drama less lids.",Online Only Verified Liquid Eyeliner,$20.00,4.50 out of 5 stars,Size 0.04 oz,Makeup,73
e.l.f. Cosmetics,Eyes,"There's always that one shade in every palette that you covet. e.l.f. Cosmetics took all of those shades and put them into one iconic palette. This vibrant, colorful 18 Hit Wonders Eyeshadow Palette contains only the best, most swatch-worthy shades, designed to inspire bold, vibrant eyeshadow looks. They've included a mix of matte, satin and shimmer shades. The luxe formula is smooth, creamy, blendable and ultra-pigmented for effortless application.",18 Hit Wonders Eyeshadow Palette,$14.00,3.80 out of 5 stars,Size 0.16 oz,Makeup,6
Estée Lauder,Eyes,"Estée Lauder Pure Color Envy Lash Multi Effects Mascara with an exclusive hybrid brush lets you create different lash looks on demand. Buildable formula means you can dial up the drama throughout the day - and into the night. Conditioning oils keep lashes silky soft, even after you reapply.",Pure Color Envy Lash Multi Effects Mascara,$28.00,3.20 out of 5 stars,Size  oz,Makeup,24
