Product_brand,Product_category,Product_details,Product_name,Product_price,Product_rating,Product_size,Top_category,Tot_reviews
Burt's Bees,Lips,"Burt's Bees Moisturizing Lip Balm nourishes and makes your lips feel luxurious. Infused with rich Kokum, Shea and Cocoa Butter to leave your lips richly moisturized and soft. The hydrating butters will make your lips juicy, happy and healthy in a matte finish and moisturizing balm texture. This tint free tube of soothing Moisturizing Lip Balm glides on smoothly with moisturizing balm texture to nourish dry lips while keeping them revitalized and hydrated. Conveniently tuck this tube into a pocket or purse, so that you can keep natural, nurturing lip care handy. This 100% natural beauty product is free of parabens, phthalates, petrolatum and SLS and will beautify and revitalize your lips. Use this natural Burt's Bees Moisturizing Lip Balm to make lips feel their best.",Online Only Ultra Conditioning Lip Balm with Kokum Butter 2 pk,$5.97,3.60 out of 5 stars,Item 2284491,Makeup,709
Winky Lux,Lips,"The Winky Lux After Dark Blacklight Lip Crayon is a UV lip balm that's half gloss, half glow stick. Wears as a universally flattering pop of pink that also glows when exposed to a black light. Wear it on lips or body for festival-inspired fun.",Online Only After Dark Blacklight Lip Crayon,$18.00,3.00 out of 5 stars,Item 2545096,Makeup,2
TPSY,Lips,"From glossy to satin, Absoliptly Lipstick by TPSY has it all. This highly-sutured and long lasting formula is combined with innovative dual-texture feature that can provide a range of finishes - a thick layer provides a glossy finish and moisturizing formula keeps dry lips moisturized, and a lighter layer provides a velvety, satin finish. Moisture and pigment-rich formula helps color last all day on plumped looking lips.",Online Only Absoliptly Lipstick,$5.97,3.00 out of 5 stars,Size 0.12 oz,Makeup,3
Dose Of Colors,Lips,Dose of Colors Desi x Katy Lip Gloss is a mega-shine clear gloss infused with reflective gold reflects. It has a clear base and pre packed with tons of ultra fine reflects. Non-sticky. Can be worn alone or over any lipstick. Glides on effortlessly. Cruelty free. Gluten free. Vegan. Paraben free.,Dose of Colors Desi x Katy Lip Gloss,$11.97,4.50 out of 5 stars,Size 0.16 oz,Makeup,80
Tarte,Lips,Only at ULTA,Sugar Rush - Lip Sip Vegan Lip Oil - Buzzworthy,$15.00,,Size 0.1 oz,Makeup,
KYLIE COSMETICS,Lips,Only at ULTA!,Glamour Super Glitter Gloss,$10.97,3.00 out of 5 stars,Size 0.11 oz,Makeup,7
Tarte,Lips,Only at ULTA,Sugar Rush - Sugar Coat Velvet Liquid Lipstick - Queen Bee,$15.00,4.40 out of 5 stars,Size 0.151 oz,Makeup,85
Lottie London,Lips,Lottie London's Slay All Day Longwear Lip Liner Pencil adds volume and definition to create a perfectly lined pout that stays in place all day long and the perfect partner to Slay All Day Liquid Lipstick for bold and flawlessly framed lips.,Online Only Slay All Day Longwear Lip Liner Pencil,$4.99,2.20 out of 5 stars,Size 0.03 oz,Makeup,11
PÜR,Lips,Signature High Shine PÜR x Barbie Girl Gloss. Subtle pink and gold flecks for irresistible shine!,PÜR x Barbie Girl Gloss,$16.00,3.40 out of 5 stars,Size 0.3 oz,Makeup,9
ZOEVA,Lips,ULTA Exclusive.,Online Only Pure Matte Liquid Lipstick Box,$80.00,,Size 1.6 oz,Makeup,
Wunder2,Lips,"Wunder2's Wunderkiss Essential Lip Scrub hydrates and exfoliates away any dry skin to reveal soft and supple lips. A combination of sugar particles and shea butter, this formula deeply moisturizes and smoothes the lips instantly - a must for the ultimate lip look! Wunder2's Hydra-Lock Technology was used to formulate Wunderkiss Essential Lip Scrub to ensure that your lips remain moisturized throughout the day. They use a special non-drying polymer called polybutane to 'lock' hydration into the lips to keep them feeling comfortable and looking smooth and plump.",Online Only Wunderkiss Essential Lip Scrub,$15.95,3.00 out of 5 stars,Size 0.137 oz,Makeup,1
Dose Of Colors,Lips,Dose of Colors Desi x Katy Semi Matte Lipstick glides on easily and delivers opaque color coverage. Feels soft and weightless on the lips. Cruelty free. Gluten free. Vegan. Paraben free.,Dose of Colors Desi x Katy Semi Matte Lipstick,$11.97,4.10 out of 5 stars,Size 0.12 oz,Makeup,31
Buxom,Lips,"Buxom Wildly Whipped Lightweight Liquid Lipstick is a plumping, lightweight liquid lipstick with an addictive whipped texture and soft matte finish. Lips look and feel irresistible with this sexy liquid lipstick from the lip plumping authority. Whipped up with lip loving butters for cushiony comfort and an extra soft matte finish that never dries out. Lips look gorgeously plumped and wildly sexy and kissable.",Wildly Whipped Lightweight Liquid Lipstick - Flaunter,$14.97,3.50 out of 5 stars,Size 0.16 oz,Makeup,196
Maybelline,Lips,"Maybelline's Color Sensational The Loaded Bolds Lip Color delivers one-stroke intensity with hyper-color pigments and an opaque, creamy clay base.",Color Sensational The Loaded Bolds Lip Color,$1.00,4.00 out of 5 stars,Size 0.15 oz,Makeup,194
Catrice,Lips,"Vinyl Lips! The Catrice Pure Pigments Lip Lacquer is highly-pigmented liquid lipstick in bold, bright colors with a high-impact lacquered shine finish.",Online Only Pure Pigments Lip Lacquer,$7.99,5.00 out of 5 stars,Size 0.16 oz,Makeup,1
L.A. Girl,Lips,Take lip color from a matte metallics to a beautiful glittery finish with L.A. Girl Glitter Magic Shimmer Shifting Lip Color. Once lip color is dry press lips together to pull shimmers to the surface revealing a gorgeous glittery effect. This transformation is magical!,Online Only Glitter Magic Shimmer Shifting Lip Color,$5.49,0.00 out of 5 stars,Size 1.0 oz,Makeup,
Pixi,Lips,"Lip Icing is a shimmery gloss infused with nourishing rose hip & marula oil, and adds a 3D glimmer effect to lips. Use on bare lips or on top of any lip colour for an instant glow-boost. Pixi products are paraben-free, cruelty-free, alcohol-free, natural and multi-purpose.",Lip Icing,$14.00,,Size 0.09 oz,Makeup,
Catrice,Lips,Only at ULTA!,Online Only Shine Appeal Fluid Lipstick,$6.99,4.60 out of 5 stars,Size 0.18 oz,Makeup,7
Elcie Cosmetics,Lips,Prime and define your lips with Elcie Cosmetics' long-lasting and water-resistant Remarkable Lip Liner. The weightless and full pigmentation formula will give your lips the perfect effortless outline and texture. Wear it on its own or paired with the perfect lipstick shade.,Online Only Remarkable Lip Liner,$20.00,,Size 0.14 oz,Makeup,
Pixi,Lips,"Pixi LipLift Max is a peptide-infused lip plumper that nourishes as it enhances with a cooling sensation and glossy finish and fresh mint flavour. The peptides hydrate, firm and plump, while added aloe heals, jojoba moisturizes and chamomile soothes. Pixi products are paraben-free, cruelty-free, alcohol-free, natural and multi-purpose.",LipLift Max,$14.00,5.00 out of 5 stars,Size 0.09 oz,Makeup,1
BH Cosmetics,Lips,"BH Cosmetics' Liquid Lipstick Long Wearing Matte Lipstick goes on wet, then dries to a soft matte finish that does not smudge or budge! This transfer-proof formula provides long-wearing full coverage! It is infused with Vitamin E for antioxidant protection.",Online Only Liquid Lipstick Long Wearing Matte Lipstick,$9.00,4.00 out of 5 stars,Size 0.12 oz,Makeup,79
Physicians Formula,Lips,"Physicians Formula Rosé All Day Rosé Kiss All Day Glossy Lip Color is an antioxidant packed, luxurious, glide-on formula delivers a fuller and smoother looking pout. Featuring 6 velvety-matte finish and 6 high-impact, satin finish all with rich, vivid color payoff.",Rosé All Day Rosé Kiss All Day Glossy Lip Color,$8.49,,Size 0.15 oz,Makeup,
Baxter of California,Lips,"Keep lips moisturized with our award-winning Hydro Salve Lip Balm. The paraben-free lip balm is infused with deeply hydrating Shea butter, vitamin E and coconut oil to lock in moisture, soften the feel of lips and prevent any future chapping.",Hydro Salve Paraben-Free Lip Balm,$10.00,1.90 out of 5 stars,Item 2548091,Makeup,9
NEST Fragrances,Lips,"NEST Fragrances' Ocean Mist & Coconut Water Lip Balm SPF 15 is a hydrating lip balm that blends nourishing natural oils, beeswax, and shea butter to moisturize, soothe, and condition lips. SPF 15 sun protection helps protect against sun related damage without drying skin. Sweetened with a natural sugars found in fruits such as pears and melons.",Ocean Mist & Coconut Water Lip Balm SPF 15,$16.00,3.30 out of 5 stars,Size 0.15 oz,Makeup,3
NEST Fragrances,Lips,"NEST Fragrances' Grapefruit & Verbena Lip Balm SPF 15 is a hydrating lip balm that blends nourishing natural oils, beeswax, and shea butter to moisturize, soothe, and condition lips. SPF 15 sun protection helps protect against sun related damage without drying skin. Sweetened with a natural sugars found in fruits such as pears and melons.",Grapefruit & Verbena Lip Balm SPF 15,$16.00,,Size 0.15 oz,Makeup,
VDL,Lips,"VDL Expert Color Lip Cube Marble Glow, a hydrating lip balm that creates natural color and a moisturizing texture to instantly hydrates dry, chapped lips.",Online Only Expert Color Lip Cube Marble Glow,$22.00,4.20 out of 5 stars,Size 0.12 oz,Makeup,6
Winky Lux,Lips,"Wear your heart on your lips with the Winky Lux Steal My Heart Lipstick Pill. A swipe of this buildable, duo-core lipstick gives a just-been-kissed flush.",Online Only Steal My Heart Lipstick Pill,$16.00,3.00 out of 5 stars,Size 0.11 oz,Makeup,3
Elcie Cosmetics,Lips,"The Elcie Cosmetics Remarkable Lipsticks live up to their name! Luxurious, highly pigmented, and enriched with Vitamin E, these lipsticks will provide incredible color payoff with a creamy finish, protecting your lips leaving them soft and smooth.",Online Only Remarkable Lipstick,$24.00,,Size 0.084 oz,Makeup,
PYT Beauty,Lips,"If you're going to mouth off, make sure you do it with a lip that's as strong as what you're shouting about. PYT Beauty's Strike Twice/Lip Duo made with Manuka Honey is a double-ended lip duo that gives you a patent-shine gloss on one end and a lushly pigmented lipstick on the other. Enriched with Shea Butter, Vitamin E, and a superstar squad of softening natural oils that condition and moisturize your pout. Wear 'em alone or combine them for a statement-making lip that's got as much pigment as you've got opinions.",Online Only Strike Twice / Lip Duo,$18.00,3.90 out of 5 stars,Size 0.18 oz,Makeup,10
Lipstick Queen,Lips,"Soft like a mousse, rich like a cream, Lipstick Queen Lipdulgence Lip Mousse satisfies your craving for a formula that's wearable, comfortable and most importantly, sweet! Innovative and unique texture cushions lips, embracing them with a subtle but rich film that gives a soothing and blurring effect. Its special hybrid consistency allows an easy and controlled application, for an impeccable result anytime, with intense color pay off and cream finish.",Lipdulgence Lip Mousse,$24.00,3.00 out of 5 stars,Size 0.8 oz,Makeup,4
L'Oréal,Lips,L'Oreal's Colour Riche Lip Collection Exclusive is pink perfection with custom-made sheer matte pinks!,Colour Riche Collection Exclusive Pink Lipcolour,$10.99,3.90 out of 5 stars,Size 0.13 oz,Makeup,30
Winky Lux,Lips,Winky Lux introduces your fattest lip yet with the Pucker Up Lip Plumping Gloss. One swipe and you can feel the tingle enhance your lips. The end result is a super shimmery pout with the smell of delicious lemon cake or pink lemonade.,Online Only Pucker Up Lip Plumping Gloss,$18.00,3.80 out of 5 stars,Size 0.035 oz,Makeup,4
Lottie London,Lips,"Take your lip game to the next level with Lottie London's Lip Foil Iridescent Duo Chrome Lip Topper's. These iridescent, metallic-glitter hybrid toppers glide on semi-sheer and can be applied over any lip for an OTT foiled finish in a flash! The unique formula is non-glossy so lasts from dawn 'til dusk.",Online Only Lip Foil Iridescent Duo Chrome Lip Topper,$6.49,3.80 out of 5 stars,Size 0.101 oz,Makeup,4
Milani,Lips,"Available in two spellbinding shades, Milani's Limited Edition Amore Matte Metallic Lip Crèmes in Vampy Matte and Magic Matte are a boldly rich, color saturated formula with a smooth, matte finish designed for non-drying, long-lasting wear up to 16 hours.",Amore Matte Metallic Lip Crème,$8.99,4.30 out of 5 stars,Item 2535655,Makeup,135
Babo Botanicals,Lips,"Daily Nutri-Soothe Lip Treatment smoothes, softens and protects lips with organic ultra-nourishing moisturizers and SPF 15 Protection. The 100% natural formula contains Organic Shea Butter, Cocoa Seed Butter, Organic Avocado and Jojoba Oils to replenish and soothe your lips.",Online Only Nutri-Soothe Lip Treatment SPF 15 Mineral Sunscreen Lip Balm,$6.49,4.20 out of 5 stars,Size 0.15 oz,Makeup,12
VDL,Lips,"VDL Triple Shot Ex is a unique, three-color lipstick with a balm like texture that instantly hydrates lips and creates natural gradation for beautifully plump lips.",Online Only Triple Shot Ex,$18.00,3.80 out of 5 stars,Size 0.12 oz,Makeup,4
Maybelline,Lips,Dare to be edgy in Maybelline's extreme matte Color Sensational Powder Matte Lipstick! Now available with up to 2X more mattifying powders than the Color Sensational Creamy Matte Lipstick in a collection of showstopping colors.,Color Sensational Powder Matte Lipstick,$3.99,4.80 out of 5 stars,Size 0.005 oz,Makeup,4
Wunder2,Lips,"Wunderkiss Satin Lip Oil by WUNDER2 is the perfect treatment that works beautifully with our other Wunderkiss lip products. When used, this luxurious formula deeply nourishes lips with added Tsubaki Oil, from a plant indigenous to Japan, is known to be a rich source of Oleic Acid and antioxidants making it a popular oil used in beauty due to its anti-aging and protecting properties. By including this rich oil in their Satin Lip Oil formula, they've created a true multi-beneficial treatment for the lip area. With continued use, Satin Lip Oil will help to reduce the appearance of fine lines. No more dry or chapped lips, just gorgeous ones!",Online Only Wunderkiss Satin Lip Oil,$15.95,4.00 out of 5 stars,Size 0.135 oz,Makeup,1
NEST Fragrances,Lips,"NEST Fragrances' Bamboo & Jasmine Lip Balm SPF 15 is a hydrating lip balm that blends nourishing natural oils, beeswax, and shea butter to moisturize, soothe, and condition lips. SPF 15 sun protection helps protect against sun related damage without drying skin. Sweetened with a natural sugars found in fruits such as pears and melons.",Bamboo & Jasmine Lip Balm SPF 15,$16.00,4.00 out of 5 stars,Size 0.15 oz,Makeup,1
Beauty by POPSUGAR,Lips,"Cruelty- free, Non-toxic, and Gluten-free.",Be Calm Lip Save,$20.00,4.70 out of 5 stars,Size 0.5 oz,Makeup,166
Maybelline,Lips,"Maybelline's attention-grabbing lip glosses deliver a remarkably lightweight, glitter finish that can be worn alone or paired with your favorite color to intensify the look. Maybelline's Lip Studio Glitter Fix Lip Gloss is available in a range of shimmering shades from pink and bronze to blue and purple.",Lip Studio Glitter Fix Lip Gloss,$8.99,4.70 out of 5 stars,Size 0.17 oz,Makeup,19
Wunder2,Lips,"WUNDER2 Wunderkiss GlossLip Liners defines your lips with a glossy finish. Highly pigmented and long lasting, it can be worn alone or layered under your favourite lip gloss.",Online Only Wunderkiss Gloss Lip Liner,$11.95,,Size 0.04 oz,Makeup,
Winky Lux,Lips,Winky Lux's Disco Gloss is a high shine glimmer gloss that works with your natural ph and body temperature to create a long lasting finish for your lips.,Online Only Disco Gloss,$16.00,4.30 out of 5 stars,Size 0.035  oz,Makeup,4
I Heart Revolution,Makeup Brushes & Tools,Top up your makeup collection with the I Heart Revolution Sprinkles Brush Set. These face and eye brushes are filled with rainbow sprinkles. Shake gently or tip upside down to watch the sprinkles fall. Team it with the Sprinkles Chocolate Palette with for a full sprinkle set.,Sprinkle Brush Set,$20.00,3.00 out of 5 stars,Size 5 ct,Makeup,4
ICONIC LONDON,Makeup Brushes & Tools,"Girls, welcome to a new era in makeup application. A finishing brush with a difference, get your all-over glow on with the Iconic London Pro Puff face and body brush.",Online Only Pro Puff,$47.00,,Item 2561481,Makeup,
IT Brushes For ULTA,Makeup Brushes & Tools,Only at ULTA!,Velvet Luxe Precision Complexion Brush #310,$23.97,4.70 out of 5 stars,Item 2274491,Makeup,27
Morphe,Makeup Brushes & Tools,Exclusive.,M167 Oval Shadow Brush,$6.00,,Item 2563015,Makeup,
EcoTools,Makeup Brushes & Tools,The EcoTools Jade Roller Duo is made with 100% Jade and designed to help reduce puffiness and smooth skin. Set includes a Jade Roller and an Under Eye Roller.,Jade Roller Duo,$14.99,3.00 out of 5 stars,Item 2550979,Makeup,4
Morphe,Makeup Brushes & Tools,Exclusive.,M124 Firm Shadow Brush,$5.00,,Item 2563014,Makeup,
W3LL PEOPLE,Makeup Brushes & Tools,"The W3LL PEOPLE Angled Eye Brush is made with premium Taklon Nylon to ensure featherlight, professional application. Cruelty-free.",Online Only Angled Eye Brush,$19.99,,Item 2553258,Makeup,
W3LL PEOPLE,Makeup Brushes & Tools,"The W3LL PEOPLE Basic Eye Brush is made with premium Taklon Nylon to ensure featherlight, professional application. Cruelty-free.",Online Only Basic Eye Brush,$27.99,,Item 2553260,Makeup,
Eylure,Makeup Brushes & Tools,"Eylure & Thalia have come together to help you give your brows full on glam! This spectacular limited edition brow palette includes two shades of brow powder, a shimmery brow highlighter and a brow primer. With gorgeous, highly pigmented brow powders and a bespoke highlighter tone that has been perfectly matched, creating that ultimate bespoke brow look has never been easier.",X Thalia Brow Contour,$8.99,3.00 out of 5 stars,Item 2531833,Makeup,5
NYX Professional Makeup,Makeup Brushes & Tools,"Feel free to go into detail with the Micro Detail Brush by NYX Professional Makeup. Whether you're delicately blending along the inner corners, drawing super-thin lines or blurring between the edges, just about any effect or look is within reach when these expert tools are in your kit. This collection of cruelty-free, synthetic eye brushes features mini brush heads designed to tackle all of your artistry needs with precision.",Micro Detail Brush,$9.00,,Item 2557310,Makeup,
BH Cosmetics,Makeup Brushes & Tools,"Line and define your eyes like a pro with the Soft Liner Fan Brush by BH Cosmetics. Featuring plush synthetic bristles with a short, angled design, this brush offers impeccably precise results, whether you prefer to apply color into the upper and lower lash lines for a dramatic effect, outline and enhance brows or tightline for subtle definition. Special wave technology that creates a fuller, dense brush, Pinched ferrule provides a unique shape that contours to eyes and face, Synthetic bristles provide seamless blending.",Online Only Soft Liner Fan Brush 9,$6.00,,Item 2536519,Makeup,
